location, country, time, temp, pressure, humidity, visibility, wind speed, wind degree, clouds, date
Liberec,CZ,1652758546,18.53,1012.03,70.82,8700.56,1.87,74.84,42.1,Tue May 17 05:35:46 CEST 2022
Liberec,CZ,1652757946,23.93,1028.35,45.82,8384.99,1.69,245.31,96.52,Tue May 17 05:25:46 CEST 2022
Liberec,CZ,1652757346,19.08,1021.93,31.59,9372.91,2.41,122.08,98.24,Tue May 17 05:15:46 CEST 2022
Liberec,CZ,1652756746,17.19,1003.54,71.48,7266.12,1.37,149.53,34.25,Tue May 17 05:05:46 CEST 2022
Liberec,CZ,1652756146,15.45,1023.69,22.75,6287.06,2.74,128.07,82.97,Tue May 17 04:55:46 CEST 2022
Liberec,CZ,1652755546,24.32,1021.53,76.55,9159.06,3.94,131.3,76.32,Tue May 17 04:45:46 CEST 2022
Liberec,CZ,1652754946,22.74,1024.59,48.02,9315.8,1.03,89.91,91.9,Tue May 17 04:35:46 CEST 2022
Liberec,CZ,1652754346,17.91,991.39,87.99,7677.48,4.2,104.78,16.35,Tue May 17 04:25:46 CEST 2022
Liberec,CZ,1652753746,18.17,1026.32,43.4,8157.41,0.89,81.75,73.27,Tue May 17 04:15:46 CEST 2022
Liberec,CZ,1652753146,13.47,1026.31,80.15,9712.68,0.79,69.93,84.74,Tue May 17 04:05:46 CEST 2022
Liberec,CZ,1652752546,22.72,1010.05,47.58,8322.73,3.2,52.02,2.23,Tue May 17 03:55:46 CEST 2022
Liberec,CZ,1652751946,22.16,1001.79,23.52,9552.15,1.43,179.64,70.33,Tue May 17 03:45:46 CEST 2022
Liberec,CZ,1652751346,11.55,995.78,76.97,8592.51,3.56,246.14,72.52,Tue May 17 03:35:46 CEST 2022
Liberec,CZ,1652750746,12.88,1025.86,43.89,8533.36,0.11,274.68,6.83,Tue May 17 03:25:46 CEST 2022
Liberec,CZ,1652750146,7.15,991.14,44.84,8385.14,3.91,275.42,15.01,Tue May 17 03:15:46 CEST 2022
Liberec,CZ,1652749546,20.11,996.05,27.9,9341.69,1.93,305.0,5.72,Tue May 17 03:05:46 CEST 2022
Liberec,CZ,1652748946,14.28,1009.12,77.97,7628.17,3.37,354.82,59.68,Tue May 17 02:55:46 CEST 2022
Liberec,CZ,1652748346,12.39,1018.82,27.79,8939.65,4.71,180.39,3.38,Tue May 17 02:45:46 CEST 2022
Liberec,CZ,1652747746,11.34,1013.47,23.72,7159.13,3.17,311.22,58.85,Tue May 17 02:35:46 CEST 2022
Liberec,CZ,1652747146,21.41,1007.67,49.85,8172.97,1.24,146.15,78.09,Tue May 17 02:25:46 CEST 2022
Liberec,CZ,1652746546,22.71,992.05,22.92,8197.09,2.03,235.94,29.34,Tue May 17 02:15:46 CEST 2022
Liberec,CZ,1652745946,23.2,998.7,76.56,7677.52,1.15,45.85,48.85,Tue May 17 02:05:46 CEST 2022
Liberec,CZ,1652745346,24.18,1010.03,62.92,7596.16,3.12,328.95,6.18,Tue May 17 01:55:46 CEST 2022
Liberec,CZ,1652744746,18.02,1015.09,20.53,7417.88,1.26,232.0,6.33,Tue May 17 01:45:46 CEST 2022
Liberec,CZ,1652744146,12.68,1006.43,30.56,6630.03,1.06,181.28,18.48,Tue May 17 01:35:46 CEST 2022
Liberec,CZ,1652743546,11.05,1015.9,36.0,7136.71,2.23,138.97,31.98,Tue May 17 01:25:46 CEST 2022
Liberec,CZ,1652742946,21.31,1025.42,82.61,6343.09,4.7,169.29,87.34,Tue May 17 01:15:46 CEST 2022
Liberec,CZ,1652742346,8.4,1012.01,32.69,9040.31,1.47,231.24,80.17,Tue May 17 01:05:46 CEST 2022
Liberec,CZ,1652741746,16.89,990.66,77.28,6189.51,1.64,61.21,11.3,Tue May 17 00:55:46 CEST 2022
Liberec,CZ,1652741146,19.92,1015.7,50.8,7283.12,2.85,217.45,43.76,Tue May 17 00:45:46 CEST 2022
Liberec,CZ,1652740546,24.02,1018.06,61.97,8189.5,3.17,213.27,3.81,Tue May 17 00:35:46 CEST 2022
Liberec,CZ,1652739946,21.91,990.28,45.81,7913.96,2.8,116.18,5.24,Tue May 17 00:25:46 CEST 2022
Liberec,CZ,1652739346,13.44,1005.4,82.86,6814.83,0.29,83.44,91.85,Tue May 17 00:15:46 CEST 2022
Liberec,CZ,1652738746,9.14,1026.5,64.19,6768.89,4.63,88.57,89.66,Tue May 17 00:05:46 CEST 2022
Liberec,CZ,1652738146,9.48,999.3,53.67,6265.52,1.61,283.62,40.97,Mon May 16 23:55:46 CEST 2022
Liberec,CZ,1652737546,9.1,1010.48,34.08,8698.23,1.01,106.57,61.35,Mon May 16 23:45:46 CEST 2022
Liberec,CZ,1652736946,12.91,1028.72,77.55,6128.66,1.28,31.77,64.66,Mon May 16 23:35:46 CEST 2022
Liberec,CZ,1652736346,18.91,994.28,62.75,8501.99,3.86,191.1,68.9,Mon May 16 23:25:46 CEST 2022
Liberec,CZ,1652735746,19.27,996.25,76.03,8508.17,2.99,351.58,28.64,Mon May 16 23:15:46 CEST 2022
Liberec,CZ,1652735146,21.69,1003.14,29.07,9596.35,0.92,356.76,62.71,Mon May 16 23:05:46 CEST 2022
Liberec,CZ,1652734546,13.57,990.43,82.31,8173.35,4.41,35.17,16.22,Mon May 16 22:55:46 CEST 2022
Liberec,CZ,1652733946,25.11,1004.48,33.73,6238.76,3.96,298.51,22.95,Mon May 16 22:45:46 CEST 2022
Liberec,CZ,1652733346,13.86,1029.88,29.36,8108.63,1.34,239.33,58.23,Mon May 16 22:35:46 CEST 2022
Liberec,CZ,1652732746,23.0,1025.98,88.11,7380.39,4.06,93.0,29.72,Mon May 16 22:25:46 CEST 2022
Liberec,CZ,1652732146,19.8,1003.04,52.03,8782.0,4.44,64.51,99.32,Mon May 16 22:15:46 CEST 2022
Liberec,CZ,1652731546,11.1,990.58,75.64,6464.61,3.38,79.91,57.63,Mon May 16 22:05:46 CEST 2022
Liberec,CZ,1652730946,14.83,1002.45,30.53,9385.01,4.59,29.85,24.56,Mon May 16 21:55:46 CEST 2022
Liberec,CZ,1652730346,13.98,1021.01,58.58,7476.55,1.46,260.58,41.98,Mon May 16 21:45:46 CEST 2022
Liberec,CZ,1652729746,24.9,1008.6,24.79,7778.97,0.11,7.03,94.28,Mon May 16 21:35:46 CEST 2022
Liberec,CZ,1652729146,23.31,999.99,88.83,9904.3,4.1,54.89,74.79,Mon May 16 21:25:46 CEST 2022
Liberec,CZ,1652728546,17.55,1020.97,47.3,6885.53,2.82,20.99,64.87,Mon May 16 21:15:46 CEST 2022
Liberec,CZ,1652727946,24.46,1017.86,32.9,6400.63,0.56,167.39,52.5,Mon May 16 21:05:46 CEST 2022
Liberec,CZ,1652727346,18.67,997.14,78.23,9870.8,1.09,13.14,36.47,Mon May 16 20:55:46 CEST 2022
Liberec,CZ,1652726746,8.41,1026.43,49.49,9853.01,2.7,94.48,82.33,Mon May 16 20:45:46 CEST 2022
Liberec,CZ,1652726146,20.56,993.36,36.6,6321.9,1.82,12.17,92.45,Mon May 16 20:35:46 CEST 2022
Liberec,CZ,1652725546,15.23,994.01,83.06,9827.46,1.23,246.09,6.07,Mon May 16 20:25:46 CEST 2022
Liberec,CZ,1652724946,20.88,998.2,86.51,7214.76,0.97,328.01,61.45,Mon May 16 20:15:46 CEST 2022
Liberec,CZ,1652724346,18.32,1017.33,60.16,7601.67,2.62,324.47,9.7,Mon May 16 20:05:46 CEST 2022
Liberec,CZ,1652723746,13.49,1003.59,72.52,7879.5,2.28,46.73,52.49,Mon May 16 19:55:46 CEST 2022
Liberec,CZ,1652723146,23.38,1001.78,60.27,8796.15,4.41,281.63,52.42,Mon May 16 19:45:46 CEST 2022
Liberec,CZ,1652722546,7.3,1025.78,82.0,6175.32,1.67,311.56,82.57,Mon May 16 19:35:46 CEST 2022
Liberec,CZ,1652721946,22.42,1010.51,34.72,9994.98,4.38,355.25,0.13,Mon May 16 19:25:46 CEST 2022
Liberec,CZ,1652721346,16.43,1001.98,22.19,6080.89,0.83,252.27,25.42,Mon May 16 19:15:46 CEST 2022
Liberec,CZ,1652720746,16.03,1018.12,79.84,7993.54,4.96,327.44,4.08,Mon May 16 19:05:46 CEST 2022
Liberec,CZ,1652720146,22.61,1029.11,39.54,7909.07,2.08,57.72,71.07,Mon May 16 18:55:46 CEST 2022
Liberec,CZ,1652719546,16.3,1017.12,56.06,9123.99,4.07,47.21,50.47,Mon May 16 18:45:46 CEST 2022
Liberec,CZ,1652718946,13.58,1022.91,60.97,8041.87,4.44,46.85,55.59,Mon May 16 18:35:46 CEST 2022
Liberec,CZ,1652718346,10.88,1020.69,35.42,7247.57,3.56,85.05,37.87,Mon May 16 18:25:46 CEST 2022
Liberec,CZ,1652717746,16.83,1011.13,56.67,6056.07,4.89,119.73,66.63,Mon May 16 18:15:46 CEST 2022
Liberec,CZ,1652717146,23.2,1014.72,69.95,7297.16,0.19,10.71,71.3,Mon May 16 18:05:46 CEST 2022
Liberec,CZ,1652716546,12.69,995.31,21.48,6966.72,2.41,162.75,35.44,Mon May 16 17:55:46 CEST 2022
Liberec,CZ,1652715946,15.13,1017.42,61.49,7565.91,2.72,145.51,41.52,Mon May 16 17:45:46 CEST 2022
Liberec,CZ,1652715346,25.18,1000.33,77.08,7479.84,3.64,14.26,82.21,Mon May 16 17:35:46 CEST 2022
Liberec,CZ,1652714746,22.87,1003.68,22.31,6988.92,4.71,171.51,38.73,Mon May 16 17:25:46 CEST 2022
Liberec,CZ,1652714146,7.2,1003.51,53.43,7008.17,2.17,9.25,76.06,Mon May 16 17:15:46 CEST 2022
Liberec,CZ,1652713546,25.23,1008.88,60.12,6718.94,0.33,316.27,26.82,Mon May 16 17:05:46 CEST 2022
Liberec,CZ,1652712946,16.59,994.73,69.77,8857.14,1.0,137.99,31.97,Mon May 16 16:55:46 CEST 2022
Liberec,CZ,1652712346,23.84,1024.15,49.79,9802.17,1.12,307.8,1.2,Mon May 16 16:45:46 CEST 2022
Liberec,CZ,1652711746,10.9,1004.66,59.75,6373.54,0.36,353.64,8.79,Mon May 16 16:35:46 CEST 2022
Liberec,CZ,1652711146,22.5,1019.67,20.02,6714.65,1.98,156.91,44.99,Mon May 16 16:25:46 CEST 2022
Liberec,CZ,1652710546,23.23,1002.64,42.77,6146.08,4.51,192.75,32.15,Mon May 16 16:15:46 CEST 2022
Liberec,CZ,1652709946,21.91,1014.02,55.47,9853.15,1.96,241.1,44.56,Mon May 16 16:05:46 CEST 2022
Liberec,CZ,1652709346,20.1,1020.93,43.77,7218.02,1.3,99.82,29.17,Mon May 16 15:55:46 CEST 2022
Liberec,CZ,1652708746,8.31,1005.83,47.72,7767.69,2.32,259.32,63.28,Mon May 16 15:45:46 CEST 2022
Liberec,CZ,1652708146,17.76,1020.86,31.68,6018.0,3.63,271.17,86.3,Mon May 16 15:35:46 CEST 2022
Liberec,CZ,1652707546,17.39,1013.78,47.84,9763.41,1.75,243.85,11.13,Mon May 16 15:25:46 CEST 2022
Liberec,CZ,1652706946,21.08,995.65,68.41,8308.74,0.27,333.61,30.56,Mon May 16 15:15:46 CEST 2022
Liberec,CZ,1652706346,19.52,1024.24,40.6,7598.51,3.44,251.25,50.11,Mon May 16 15:05:46 CEST 2022
Liberec,CZ,1652705746,9.23,990.05,32.91,7970.3,0.41,176.43,32.57,Mon May 16 14:55:46 CEST 2022
Liberec,CZ,1652705146,18.09,1021.31,45.82,8979.41,3.25,237.85,6.92,Mon May 16 14:45:46 CEST 2022
Liberec,CZ,1652704546,18.74,991.69,84.62,8032.25,0.51,197.49,89.31,Mon May 16 14:35:46 CEST 2022
Liberec,CZ,1652703946,14.57,1023.39,20.75,6066.28,1.3,354.38,93.25,Mon May 16 14:25:46 CEST 2022
Liberec,CZ,1652703346,16.86,1019.2,80.18,9536.79,4.4,301.73,93.55,Mon May 16 14:15:46 CEST 2022
Liberec,CZ,1652702746,19.93,1018.87,59.43,7347.27,1.74,107.46,52.58,Mon May 16 14:05:46 CEST 2022
Liberec,CZ,1652702146,18.58,1007.89,32.93,9827.38,4.81,38.81,70.28,Mon May 16 13:55:46 CEST 2022
Liberec,CZ,1652701546,22.55,991.2,28.8,6567.81,2.29,182.52,34.92,Mon May 16 13:45:46 CEST 2022
Liberec,CZ,1652700946,11.98,1021.83,84.68,7797.74,4.55,256.4,39.52,Mon May 16 13:35:46 CEST 2022
Liberec,CZ,1652700346,8.49,1010.92,31.57,9756.12,0.56,16.55,96.98,Mon May 16 13:25:46 CEST 2022
Liberec,CZ,1652699746,15.47,1019.62,89.5,7824.78,0.91,83.2,1.14,Mon May 16 13:15:46 CEST 2022
Liberec,CZ,1652699146,23.86,1024.07,50.59,6713.08,4.35,192.44,9.41,Mon May 16 13:05:46 CEST 2022
Liberec,CZ,1652698546,21.1,1004.61,35.31,7164.71,4.63,289.11,86.6,Mon May 16 12:55:46 CEST 2022
Liberec,CZ,1652697946,21.83,1002.64,86.9,7038.38,1.32,5.23,47.18,Mon May 16 12:45:46 CEST 2022
Liberec,CZ,1652697346,20.44,1016.7,57.93,7593.16,2.82,335.99,45.71,Mon May 16 12:35:46 CEST 2022
Liberec,CZ,1652696746,19.67,1009.0,47.22,8057.05,4.77,149.18,70.14,Mon May 16 12:25:46 CEST 2022
Liberec,CZ,1652696146,22.1,1004.5,39.6,9449.14,1.47,172.2,42.62,Mon May 16 12:15:46 CEST 2022
Liberec,CZ,1652695546,20.36,1004.1,40.75,8976.08,2.26,152.34,21.93,Mon May 16 12:05:46 CEST 2022
Liberec,CZ,1652694946,25.21,1018.05,69.09,6122.9,0.79,265.63,80.56,Mon May 16 11:55:46 CEST 2022
Liberec,CZ,1652694346,23.88,1000.95,79.65,6651.7,0.81,65.42,71.57,Mon May 16 11:45:46 CEST 2022
Liberec,CZ,1652693746,7.16,1012.78,87.05,8985.73,4.94,87.47,38.6,Mon May 16 11:35:46 CEST 2022
Liberec,CZ,1652693146,15.72,1016.34,66.39,7666.57,3.58,299.68,17.06,Mon May 16 11:25:46 CEST 2022
Liberec,CZ,1652692546,25.25,1024.31,20.09,6945.81,0.49,23.75,15.18,Mon May 16 11:15:46 CEST 2022
Liberec,CZ,1652691946,22.13,1005.3,37.28,6545.93,4.9,7.19,3.05,Mon May 16 11:05:46 CEST 2022
Liberec,CZ,1652691346,19.58,1018.05,34.78,6655.56,4.24,317.62,22.54,Mon May 16 10:55:46 CEST 2022
Liberec,CZ,1652690746,17.74,992.13,71.35,8571.63,1.14,215.33,47.1,Mon May 16 10:45:46 CEST 2022
Liberec,CZ,1652690146,19.47,1004.68,47.59,7401.97,0.15,154.85,11.13,Mon May 16 10:35:46 CEST 2022
Liberec,CZ,1652689546,18.43,1023.22,89.28,6023.76,1.38,285.6,37.3,Mon May 16 10:25:46 CEST 2022
Liberec,CZ,1652688946,23.98,1010.29,48.25,7994.0,0.6,102.21,16.15,Mon May 16 10:15:46 CEST 2022
Liberec,CZ,1652688346,9.38,1003.26,58.62,9888.55,0.94,111.13,92.24,Mon May 16 10:05:46 CEST 2022
Liberec,CZ,1652687746,24.17,1028.15,56.35,8140.63,3.29,327.55,63.71,Mon May 16 09:55:46 CEST 2022
Liberec,CZ,1652687146,25.14,1016.73,69.54,8567.12,4.65,307.1,26.82,Mon May 16 09:45:46 CEST 2022
Liberec,CZ,1652686546,13.27,1028.03,24.58,6182.1,2.33,82.89,9.65,Mon May 16 09:35:46 CEST 2022
Liberec,CZ,1652685946,21.36,1029.48,77.11,7039.17,3.85,279.95,95.7,Mon May 16 09:25:46 CEST 2022
Liberec,CZ,1652685346,18.54,1004.77,38.61,9082.94,2.08,210.85,80.01,Mon May 16 09:15:46 CEST 2022
Liberec,CZ,1652684746,16.3,992.55,66.77,6744.79,0.64,334.02,99.39,Mon May 16 09:05:46 CEST 2022
Liberec,CZ,1652684146,8.23,1000.06,69.69,8736.7,1.73,356.14,74.34,Mon May 16 08:55:46 CEST 2022
Liberec,CZ,1652683546,15.46,1025.37,49.31,8363.66,2.56,211.74,86.23,Mon May 16 08:45:46 CEST 2022
Liberec,CZ,1652682946,25.16,990.21,64.56,6691.82,2.59,211.01,2.66,Mon May 16 08:35:46 CEST 2022
Liberec,CZ,1652682346,8.43,1013.86,20.35,9638.8,4.48,311.93,70.73,Mon May 16 08:25:46 CEST 2022
Liberec,CZ,1652681746,25.32,1011.89,64.4,8404.85,1.71,253.71,26.3,Mon May 16 08:15:46 CEST 2022
Liberec,CZ,1652681146,21.91,999.63,41.1,6466.44,1.77,203.65,92.88,Mon May 16 08:05:46 CEST 2022
Liberec,CZ,1652680546,9.46,1013.78,37.92,9431.9,3.58,85.09,39.83,Mon May 16 07:55:46 CEST 2022
Liberec,CZ,1652679946,19.58,1021.39,33.94,6540.52,3.16,164.72,72.33,Mon May 16 07:45:46 CEST 2022
Liberec,CZ,1652679346,12.1,990.15,58.9,9385.21,1.35,358.84,35.56,Mon May 16 07:35:46 CEST 2022
Liberec,CZ,1652678746,8.91,1007.63,30.49,7568.75,1.85,103.85,78.88,Mon May 16 07:25:46 CEST 2022
Liberec,CZ,1652678146,19.7,992.94,85.37,7058.61,2.01,350.77,11.49,Mon May 16 07:15:46 CEST 2022
Liberec,CZ,1652677546,7.95,1015.77,51.44,7236.85,3.69,135.01,7.94,Mon May 16 07:05:46 CEST 2022
Liberec,CZ,1652676946,10.39,1011.76,23.0,8998.65,3.37,26.85,80.53,Mon May 16 06:55:46 CEST 2022
Liberec,CZ,1652676346,12.26,999.82,51.07,8951.57,2.94,77.48,21.32,Mon May 16 06:45:46 CEST 2022
Liberec,CZ,1652675746,13.93,1017.37,64.92,9041.2,3.9,322.52,65.95,Mon May 16 06:35:46 CEST 2022
Liberec,CZ,1652675146,14.41,1003.75,68.87,9993.23,3.1,249.61,51.01,Mon May 16 06:25:46 CEST 2022
Liberec,CZ,1652674546,9.4,1011.12,85.54,7083.98,2.81,47.53,87.65,Mon May 16 06:15:46 CEST 2022
Liberec,CZ,1652673946,13.08,1020.01,36.0,6292.55,0.93,346.66,63.27,Mon May 16 06:05:46 CEST 2022
Liberec,CZ,1652673346,12.25,1001.89,30.75,9706.41,0.4,275.35,39.2,Mon May 16 05:55:46 CEST 2022
Liberec,CZ,1652672746,8.07,999.74,58.13,7743.9,2.73,240.76,43.35,Mon May 16 05:45:46 CEST 2022
Liberec,CZ,1652672146,24.7,1001.21,20.27,9351.25,0.58,296.9,86.67,Mon May 16 05:35:46 CEST 2022
Liberec,CZ,1652671546,23.46,1023.09,24.6,7674.54,3.27,286.69,91.18,Mon May 16 05:25:46 CEST 2022
Liberec,CZ,1652670946,19.84,999.14,88.38,7472.15,4.84,93.59,39.6,Mon May 16 05:15:46 CEST 2022
Liberec,CZ,1652670346,18.32,990.64,55.21,7941.6,0.44,358.52,94.34,Mon May 16 05:05:46 CEST 2022
Liberec,CZ,1652669746,16.25,998.29,53.83,7301.47,4.67,35.3,7.04,Mon May 16 04:55:46 CEST 2022
Liberec,CZ,1652669146,23.27,1013.77,65.17,8647.97,0.49,103.34,77.55,Mon May 16 04:45:46 CEST 2022
Liberec,CZ,1652668546,23.05,991.2,80.15,6228.58,4.09,43.11,85.37,Mon May 16 04:35:46 CEST 2022
Liberec,CZ,1652667946,22.58,1002.3,35.9,6283.77,4.22,269.77,59.25,Mon May 16 04:25:46 CEST 2022
Liberec,CZ,1652667346,17.29,1008.01,64.64,6936.13,2.91,227.29,97.97,Mon May 16 04:15:46 CEST 2022
Liberec,CZ,1652666746,17.49,1006.92,35.18,6103.63,3.06,309.14,67.34,Mon May 16 04:05:46 CEST 2022
Liberec,CZ,1652666146,19.13,991.92,75.12,8691.68,0.96,172.89,25.07,Mon May 16 03:55:46 CEST 2022
Liberec,CZ,1652665546,10.49,1016.9,69.26,7775.68,4.77,302.82,84.35,Mon May 16 03:45:46 CEST 2022
Liberec,CZ,1652664946,12.77,1027.23,81.52,8107.93,2.06,122.94,55.7,Mon May 16 03:35:46 CEST 2022
Liberec,CZ,1652664346,24.46,1012.16,82.79,6880.24,4.46,332.11,44.46,Mon May 16 03:25:46 CEST 2022
Liberec,CZ,1652663746,13.17,996.3,64.45,7175.9,3.43,32.02,39.26,Mon May 16 03:15:46 CEST 2022
Liberec,CZ,1652663146,13.52,1025.76,44.64,6385.46,1.46,155.31,0.97,Mon May 16 03:05:46 CEST 2022
Liberec,CZ,1652662546,17.7,1023.46,60.7,7516.64,2.45,197.79,87.81,Mon May 16 02:55:46 CEST 2022
Liberec,CZ,1652661946,25.74,1000.12,25.67,8912.72,3.37,284.37,2.8,Mon May 16 02:45:46 CEST 2022
Liberec,CZ,1652661346,23.33,1022.95,54.3,7582.26,1.18,25.52,78.98,Mon May 16 02:35:46 CEST 2022
Liberec,CZ,1652660746,18.28,1010.9,47.46,7817.61,0.45,71.98,95.25,Mon May 16 02:25:46 CEST 2022
Liberec,CZ,1652660146,17.49,1003.64,35.42,9961.39,4.67,28.83,46.56,Mon May 16 02:15:46 CEST 2022
Liberec,CZ,1652659546,17.02,1026.05,27.17,8511.64,1.32,55.07,43.39,Mon May 16 02:05:46 CEST 2022
Liberec,CZ,1652658946,24.88,1000.74,77.99,8461.07,4.88,134.93,91.1,Mon May 16 01:55:46 CEST 2022
Liberec,CZ,1652658346,16.16,1016.65,60.19,7929.63,2.96,143.41,44.96,Mon May 16 01:45:46 CEST 2022
Liberec,CZ,1652657746,19.16,994.42,28.58,8784.62,4.22,196.75,46.06,Mon May 16 01:35:46 CEST 2022
Liberec,CZ,1652657146,24.56,1015.83,71.14,9310.32,1.76,51.42,95.1,Mon May 16 01:25:46 CEST 2022
Liberec,CZ,1652656546,22.51,1011.49,49.88,9732.7,1.41,200.73,13.18,Mon May 16 01:15:46 CEST 2022
Liberec,CZ,1652655946,20.13,1005.45,88.76,7637.97,4.98,26.06,25.94,Mon May 16 01:05:46 CEST 2022
Liberec,CZ,1652655346,9.8,1023.02,22.55,9370.89,2.68,48.54,92.09,Mon May 16 00:55:46 CEST 2022
Liberec,CZ,1652654746,18.06,1013.94,40.58,7838.35,4.32,315.49,90.13,Mon May 16 00:45:46 CEST 2022
Liberec,CZ,1652654146,13.74,1015.21,25.86,6602.49,1.75,51.16,57.44,Mon May 16 00:35:46 CEST 2022
Liberec,CZ,1652653546,16.43,1029.66,30.74,6010.87,2.05,119.19,44.97,Mon May 16 00:25:46 CEST 2022
Liberec,CZ,1652652946,11.06,1004.58,61.83,7248.19,2.82,124.43,58.97,Mon May 16 00:15:46 CEST 2022
Liberec,CZ,1652652346,8.16,1024.93,57.85,8765.35,2.08,12.6,31.72,Mon May 16 00:05:46 CEST 2022
Liberec,CZ,1652651746,20.2,995.63,35.77,8000.91,4.56,197.39,37.23,Sun May 15 23:55:46 CEST 2022
Liberec,CZ,1652651146,18.73,991.59,63.07,8093.91,2.19,344.49,60.13,Sun May 15 23:45:46 CEST 2022
Liberec,CZ,1652650546,16.38,1022.43,75.49,6477.56,4.99,284.37,78.63,Sun May 15 23:35:46 CEST 2022
Liberec,CZ,1652649946,15.93,1009.78,49.94,7928.2,3.26,211.0,8.54,Sun May 15 23:25:46 CEST 2022
Liberec,CZ,1652649346,25.14,1007.35,20.05,9942.49,2.06,317.89,80.43,Sun May 15 23:15:46 CEST 2022
Liberec,CZ,1652648746,24.49,1016.16,83.04,9619.29,2.08,310.45,46.03,Sun May 15 23:05:46 CEST 2022
Liberec,CZ,1652648146,22.91,1010.39,21.35,9364.77,0.25,15.39,50.47,Sun May 15 22:55:46 CEST 2022
Liberec,CZ,1652647546,13.47,1010.15,25.42,8593.81,4.18,356.8,88.6,Sun May 15 22:45:46 CEST 2022
Liberec,CZ,1652646946,15.23,1024.7,56.99,6105.2,0.5,352.44,44.25,Sun May 15 22:35:46 CEST 2022
Liberec,CZ,1652646346,22.66,1000.01,69.97,6744.62,4.28,248.53,13.25,Sun May 15 22:25:46 CEST 2022
Liberec,CZ,1652645746,21.99,1029.0,28.6,6059.86,0.27,91.42,92.03,Sun May 15 22:15:46 CEST 2022
Liberec,CZ,1652645146,21.53,1019.55,24.81,9496.32,3.77,263.01,27.69,Sun May 15 22:05:46 CEST 2022
Liberec,CZ,1652644546,24.87,1015.03,87.25,9134.57,4.92,277.62,89.36,Sun May 15 21:55:46 CEST 2022
Liberec,CZ,1652643946,18.31,1021.11,50.03,6193.8,1.83,245.08,60.84,Sun May 15 21:45:46 CEST 2022
Liberec,CZ,1652643346,24.29,1028.31,59.87,6077.32,2.9,240.61,14.51,Sun May 15 21:35:46 CEST 2022
Liberec,CZ,1652642746,20.0,996.83,65.49,7657.85,1.61,213.67,49.21,Sun May 15 21:25:46 CEST 2022
Liberec,CZ,1652642146,16.11,1020.56,63.71,8230.16,1.6,336.77,76.11,Sun May 15 21:15:46 CEST 2022
Liberec,CZ,1652641546,11.05,1004.82,40.18,9644.87,2.64,297.11,43.78,Sun May 15 21:05:46 CEST 2022
Liberec,CZ,1652640946,17.84,1027.94,69.42,8427.1,1.59,123.26,30.7,Sun May 15 20:55:46 CEST 2022
Liberec,CZ,1652640346,24.12,1014.05,65.19,7895.68,2.34,139.47,4.77,Sun May 15 20:45:46 CEST 2022
Liberec,CZ,1652639746,11.22,1028.97,39.14,8766.3,3.47,290.5,79.87,Sun May 15 20:35:46 CEST 2022
Liberec,CZ,1652639146,13.16,1003.79,57.46,8225.82,0.9,276.59,71.29,Sun May 15 20:25:46 CEST 2022
Liberec,CZ,1652638546,21.69,1023.27,26.13,9680.99,3.9,345.47,67.5,Sun May 15 20:15:46 CEST 2022
Liberec,CZ,1652637946,17.92,991.71,34.93,6768.4,0.7,210.19,84.47,Sun May 15 20:05:46 CEST 2022
Liberec,CZ,1652637346,22.07,1016.6,62.62,9893.47,0.42,352.88,93.06,Sun May 15 19:55:46 CEST 2022
Liberec,CZ,1652636746,20.73,1003.91,36.22,7686.1,0.1,338.31,50.49,Sun May 15 19:45:46 CEST 2022
Liberec,CZ,1652636146,11.67,1000.85,73.01,8024.57,0.71,187.09,66.37,Sun May 15 19:35:46 CEST 2022
Liberec,CZ,1652635546,21.09,1021.96,28.08,6642.02,4.46,150.99,29.07,Sun May 15 19:25:46 CEST 2022
Liberec,CZ,1652634946,7.39,1012.15,29.11,8069.22,3.52,120.28,16.61,Sun May 15 19:15:46 CEST 2022
Liberec,CZ,1652634346,10.58,991.99,60.55,7799.36,0.45,80.89,26.98,Sun May 15 19:05:46 CEST 2022
Liberec,CZ,1652633746,7.39,1029.8,30.25,7406.53,1.32,170.33,6.21,Sun May 15 18:55:46 CEST 2022
Liberec,CZ,1652633146,18.19,990.76,85.79,8992.91,4.04,330.92,18.27,Sun May 15 18:45:46 CEST 2022
Liberec,CZ,1652632546,11.87,1024.91,67.82,9524.11,3.96,267.35,19.71,Sun May 15 18:35:46 CEST 2022
Liberec,CZ,1652631946,7.09,1025.74,81.39,8283.8,3.7,269.91,2.11,Sun May 15 18:25:46 CEST 2022
Liberec,CZ,1652631346,16.47,991.26,23.63,8435.1,4.48,267.34,32.01,Sun May 15 18:15:46 CEST 2022
Liberec,CZ,1652630746,18.41,994.14,41.35,6385.21,4.77,124.98,69.68,Sun May 15 18:05:46 CEST 2022
Liberec,CZ,1652630146,24.18,1016.97,38.4,9774.05,0.4,161.65,77.81,Sun May 15 17:55:46 CEST 2022
Liberec,CZ,1652629546,15.56,999.31,63.37,7901.2,1.75,269.26,63.43,Sun May 15 17:45:46 CEST 2022
Liberec,CZ,1652628946,14.09,1019.28,44.82,7744.1,1.34,148.35,5.99,Sun May 15 17:35:46 CEST 2022
Liberec,CZ,1652628346,21.41,1021.95,82.87,6113.26,0.31,209.77,61.06,Sun May 15 17:25:46 CEST 2022
